Unnamed: 0,店舗名,住所,緯度,経度,チェック
931,伊勢原成瀬店,神奈川県 伊勢原市 下糟屋2008-1,35.403839,139.328445,0
932,東海大学医学部付属病院店,神奈川県 伊勢原市 下糟屋143 東海大学医学部付属病院,35.406673,139.313675,0
933,CoCoLo長岡店,新潟県 長岡市 城内町1-611-1 CoCoLo長岡2階,37.44659,138.853516,0
934,長岡リバーサイド千秋店,新潟県 長岡市 千秋2-278 リバーサイド千秋,37.46087645,138.8267392,0
935,長岡七日町店,新潟県 長岡市 七日町川原470-1,37.444237,138.805618,0
936,直江津店,新潟県 上越市 西本町3-8-8 直江津ショッピングセンター 2F,37.171326,138.236969,0
937,上越店,新潟県 上越市 下門前1766,37.159203,138.253922,0
938,上越高田城址公園店,新潟県 上越市 本城町9-12,37.108608,138.258911,0
939,柏崎穂波町店,新潟県 柏崎市 穂波町13-8,37.360836,138.561508,0
940,新潟松崎店,新潟県 新潟市東区 松崎862,37.933609,139.113037,0
941,CoCoLo新潟西館店,新潟県 新潟市中央区 花園1-602 CoCoLo新潟西館2階,37.912472,139.062195,0
942,新潟マルタケビル店,新潟県 新潟市中央区 東大通1-4-1 マルタケビル 1階,37.913803,139.061234,0
943,新潟万代シテイ店,新潟県 新潟市中央区 万代1-6-1,37.916565,139.056198,0
944,イオンモール新潟南店,新潟県 新潟市江南区 下早通柳田1-1-1 イオンモール新潟南,37.875652,139.083664,0
945,新潟亀田店,新潟県 新潟市江南区 鵜ノ子2-2-11,37.871178,139.092224,0
946,新潟中野山店,新潟県 新潟市東区 若葉町1-1-31,37.898071,139.110367,0
947,新潟紫竹山店,新潟県 新潟市中央区 紫竹山5-2-19,37.897301,139.067932,0
948,新潟女池店,新潟県 新潟市中央区 女池上山2-9-19,37.892605,139.028702,0
949,黒埼パーキングエリア（下り線）店,新潟県 新潟市西区 木場1206-3 黒埼パーキングエリア（下り線）,37.824257,138.983505,0
950,アピタ新潟西店,新潟県 新潟市西区 小新5-7-21 アピタ 新潟西店,37.88055,139.00354,0
951,新潟小新店,新潟県 新潟市西区 小新南1-21-10,37.868275,138.988647,0
952,三条東新保店,新潟県 三条市 東新保9-16,37.618542,138.96283,0
953,新潟新津店,新潟県 新潟市秋葉区 新津5149-2,37.80479,139.110947,0
954,新発田小舟店,新潟県 新発田市 小舟町1-8-9,37.963978,139.323593,0
955,イオンモール新発田店,新潟県 新発田市 住吉町5-11-5 イオンモール新発田,37.941456,139.309586,0
956,富山マルート店,富山県 富山市 明輪町1-231 マルート1階,36.701885,137.212357,0
957,マリエとやま店,富山県 富山市 桜町1-1-61 マリエとやま 1階,36.70055,137.213669,0
958,富山総曲輪フェリオ店,富山県 富山市 総曲輪3-8-6 総曲輪フェリオ,36.689693,137.213104,0
959,富山環水公園店,富山県 富山市 湊入船町5 富山富岩運河環水公園,36.708652,137.213196,0
960,富山藤の木店,富山県 富山市 開1330,36.681622,137.260223,0
961,富山天正寺店,富山県 富山市 天正寺1125,36.682732,137.250809,0
962,三井アウトレットパーク北陸小矢部店,富山県 小矢部市 西中野972-1,36.687923,136.878403,0
963,イオンモール高岡 2階 セントラルコート店,富山県 高岡市 下伏間江383 イオンモール高岡,36.723873,137.016861,0
964,イオンモール高岡店,富山県 高岡市 下伏間江383,36.723873,137.016861,0
965,高岡泉町店,富山県 高岡市 泉町3-9,36.736324,137.003632,0
966,射水歌の森運動公園店,富山県 射水市 黒河713-4,36.707558,137.111588,0
967,富山ファボーレ店,富山県 富山市 婦中町下轡田165-1 フューチャーシティ　ファボーレ,36.662628,137.17131,0
968,富山けやき通り店,富山県 富山市 布瀬町南3-6-7,36.673447,137.20134,0
969,クロスゲート金沢店,石川県 金沢市 広岡1-5-3 クロスゲート金沢 1階,36.579678,136.647995,0
970,金沢藤江店,石川県 金沢市 藤江北4-475,36.591015,136.619934,0
971,金沢フォーラス6階クーゴ店,石川県 金沢市 堀川新町3-1 金沢フォーラス 6F,36.57856,136.649506,0
972,金沢フォーラス1階店,石川県 金沢市 堀川新町3-1 金沢フォーラス 1F,36.57856,136.649506,0
973,金沢百番街Rinto店,石川県 金沢市 木ノ新保町1-1 金沢百番街Rinto 1階,36.577168,136.647675,0
974,香林坊東急スクエア店,石川県 金沢市 香林坊2-1-1 香林坊東急スクエア,36.562077,136.653381,0
975,金沢鞍月店,石川県 金沢市 戸水1-429,36.603359,136.621735,0
976,金沢エムザ店,石川県 金沢市 武蔵町15-1 金沢エムザ,36.571487,136.655136,0
977,金沢大桑店,石川県 金沢市 大桑2-394,36.534966,136.675751,0
978,金沢有松店,石川県 金沢市 有松3-3-36,36.54140227,136.6398638,0
979,金沢野々市店,石川県 野々市市 三納1-46,36.517902,136.608414,0
980,小松打越店,石川県 小松市 打越町い201,36.400009,136.476151,0
981,イオンモール新小松店,石川県 小松市 清六町315,36.39496183,136.4669738,0
982,イオンモール白山店,石川県 白山市 横江町5001,36.543907,136.586166,0
983,TSUTAYA BOOKSTORE イオンモール白山店,石川県 白山市 横江町5001,36.543907,136.586166,0
984,フェアモール松任店,石川県 白山市 幸明町232-1 フェアモール松任,36.517498,136.578049,0
985,イオンモールかほく店,石川県 かほく市 内日角タ25 イオンモールかほく,36.708992,136.702209,0
986,福井二の宮 藤島通り店,福井県 福井市 二の宮3-2-11,36.083252,136.218613,0
987,フェアモール福井店,福井県 福井市 大和田2-1230 フェアモール福井,36.096699,136.250656,0
988,敦賀駅前店,福井県 敦賀市 鉄輪町1-3-40,35.64497077,136.0743702,0
989,武生中央公園店,福井県 越前市 高瀬2-7-131 武生中央公園,35.898148,136.157013,0
990,福井花堂店,福井県 福井市 花堂南1-4-19,36.03443575,136.2136202,0
991,福井西環状　やしろ店,福井県 福井市 渕2-1717,36.045799,136.187775,0
992,福井県済生会病院店,福井県 福井市 和田中町舟橋7-1 福井県済生会病院,36.047741,136.25264,0
993,南条サービスエリア（上り線）店,福井県 南条郡 南越前町牧谷39 南条サービスエリア（上り線）,35.841614,136.231125,0
994,福井春江店,福井県 坂井市 春江町随応寺東46,36.133183,136.218948,0
995,ラザウォーク甲斐双葉店,山梨県 甲斐市 志田柿木645-1 ラザウォーク甲斐双葉,35.68454,138.48378,0
996,甲府和戸通り店,山梨県 甲府市 向町172-4,35.648949,138.610962,0
997,甲府平和通り店,山梨県 甲府市 住吉2-6-17,35.636955,138.567108,0
998,富士急ハイランド店,山梨県 富士吉田市 新西原5-6-1 富士急ハイランド,35.486103,138.780258,0
999,富士吉田店,山梨県 富士吉田市 上吉田東4-14-22,35.47521201,138.8076926,0
1000,談合坂サービスエリア(上り線)店,山梨県 上野原市 大野4943,35.623985,139.058258,0
1001,EXPASA談合坂サービスエリア（下り線）店,山梨県 上野原市 野田尻710 中央自動車道　談合坂サービスエリア(下り線）内,35.648525,139.037308,0
1002,甲府リバーシティ店,山梨県 中央市 山ノ神1122 リバーシティショッピングセンター,35.61478,138.513565,0
1003,イオンモール甲府昭和1階店,山梨県 中巨摩郡 昭和町飯喰1505-1 イオンモール甲府昭和1階,35.622814,138.522202,0
1004,イオンモール甲府昭和3階店,山梨県 中巨摩郡 昭和町飯喰1505-1 イオンモール甲府昭和3階,35.622814,138.522202,0
1005,甲府アルプス通り店,山梨県 中巨摩郡 昭和町清水新居59-12,35.650974,138.543365,0
1006,山梨大学医学部附属病院店,山梨県 中央市 下河東1110 山梨大学医学部附属病院,35.6092,138.538177,0
1007,長野駅前店,長野県 長野市 南千歳町826 C-one,36.645218,138.189636,0
1008,信州善光寺仲見世通り店,長野県 長野市 元善町483,36.648537,138.194824,0
1009,MIDORI長野店,長野県 長野市 南千歳1-22-6,36.643913,138.188766,0
1010,長野南高田店,長野県 長野市 南高田1-16-7,36.643028,138.222321,0
1011,長野川中島店,長野県 長野市 稲里町中氷鉋963-1,36.609558,138.170624,0
1012,フレスポ佐久インター店,長野県 佐久市 岩村田北1-22-3 フレスポ佐久インター,36.284241,138.480438,0
1013,イオンモール佐久平店,長野県 佐久市 佐久平駅南11-10 イオンモール佐久平,36.275497,138.464325,0
1014,上田中央店,長野県 上田市 中央北1-6-34,36.406979,138.257706,0
1015,イオン上田店,長野県 上田市 常田2-12-18 イオン上田ショッピングセンター,36.39249,138.258423,0
1016,アリオ上田店,長野県 上田市 天神3-5-1 アリオ上田,36.399662,138.244141,0
1017,軽井沢・プリンスショッピングプラザ店,長野県 北佐久郡 軽井沢町軽井沢 軽井沢・プリンスショッピングプラザ・ニューイースト,36.350819,138.630157,0
1018,千曲店,長野県 千曲市 内川736-1,36.507923,138.135986,0
1019,TSUTAYA 東松本店,長野県 松本市 元町1-2-1,36.238594,137.980255,0
1020,イオンモール松本店,長野県 松本市 中央4-9-51 イオンモール松本,36.233635,137.978333,0
1021,MIDORI松本店,長野県 松本市 深志1-1-1 MIDORI松本店,36.230938,137.965363,0
1022,松本庄内店,長野県 松本市 出川1-1-3,36.2197,137.977753,0
1023,松本なぎさライフサイト店,長野県 松本市 渚１-7-1 なぎさライフサイト,36.231766,137.9561,0
1024,茅野中沖店,長野県 茅野市 中沖1-8,36.001503,138.133743,0
1025,諏訪湖サービスエリア（上り線）店,長野県 諏訪市 豊田所久保3171 中央自動車道　諏訪湖サービスエリア(上り線）内,36.006775,138.056183,0
1026,諏訪城南店,長野県 諏訪市 城南2-2312-1,36.03055891,138.1206245,0
1027,レイクウォーク岡谷店,長野県 岡谷市 銀座1-1-5 レイクウォーク岡谷,36.065041,138.051239,0
1028,伊那ナイスロード店,長野県 伊那市 上新田2405-1,35.828674,137.969437,0
1029,松本平田店,長野県 松本市 平田東2-18-14,36.189713,137.964386,0
1030,塩尻店,長野県 塩尻市 広丘吉田986-1,36.155712,137.950684,0
1031,安曇野豊科店,長野県 安曇野市 豊科南穂高629-12,36.300953,137.916077,0
1032,梓川サービスエリア(上り線)店,長野県 安曇野市 豊科高家961-1 梓川サービスエリア(上り線),36.269215,137.931671,0
1033,スノーピークランドステーション白馬店,長野県 北安曇郡 白馬村北城5490 Snow Peak LAND STATION HAKUBA,36.708416,137.838608,0
1034,みんなの森 ぎふメディアコスモス店,岐阜県 岐阜市 司町40-5 みんなの森 ぎふメディアコスモス,35.426994,136.760193,0
1035,岐阜茜部店,岐阜県 岐阜市 茜部野瀬2-14-1,35.376961,136.746109,0
1036,ASTY岐阜店,岐阜県 岐阜市 橋本町1-10-1 ASTY岐阜3F,35.409679,136.754929,0
1037,本巣北方店,岐阜県 本巣郡 北方町平成8-1,35.433575,136.678757,0
1038,モレラ岐阜店,岐阜県 本巣市 三橋1100 モレラ岐阜,35.454281,136.675323,0
1039,関倉知店,岐阜県 関市 倉知627,35.463463,136.898407,0
1040,関 マーゴ店,岐阜県 関市 倉知516 サンサンシティ　マーゴ,35.477791,136.900055,0
1041,TSUTAYA BOOKSTORE カラフルタウン岐阜店,岐阜県 岐阜市 柳津町丸野3-3-6 カラフルタウン岐阜1階,35.363968,136.728607,0
1042,羽島福寿店,岐阜県 羽島市 福寿町千代田3-27,35.318897,136.683823,0
1043,岐阜正木店,岐阜県 岐阜市 正木中2-3-8,35.449226,136.741837,0
1044,岐阜菅生店,岐阜県 岐阜市 菅生6-7-16,35.425709,136.730057,0
1045,イオンモール大垣店,岐阜県 大垣市 外野2-100 イオンモール大垣,35.336967,136.613708,0
1046,大垣島里店,岐阜県 大垣市 島里2-92,35.323902,136.619858,0
1047,アクアウォーク大垣店,岐阜県 大垣市 林町6-80-21 アクアウォーク大垣,35.369884,136.617233,0
1048,各務原蘇原店,岐阜県 各務原市 蘇原瑞穂町5-54,35.414261,136.852097,0
1049,イオンモール各務原店,岐阜県 各務原市 那加萱場町3-8 イオンモール各務原,35.392418,136.823975,0
1050,美濃加茂新池店,岐阜県 美濃加茂市 新池町1-6-35,35.452015,137.025131,0
1051,高山岡本店,岐阜県 高山市 岡本町2-47,36.143372,137.247162,0
1052,多治見光ケ丘店,岐阜県 多治見市 光ケ丘4-48-2,35.347412,137.108719,0
1053,ルビットタウン中津川店,岐阜県 中津川市 淀川町3-8 ルビットタウン中津川,35.49691963,137.5076214,0
1054,草叢BOOKS 各務原店,岐阜県 各務原市 鵜沼各務原町8-7 アピタ各務原,35.397045,136.906128,0
1055,可児広見店,岐阜県 可児市 広見6-1,35.422401,137.063522,0
1056,イオンモール土岐店,岐阜県 土岐市 土岐津町土岐口1372-1 イオンモール土岐,35.348499,137.153839,0
1057,恵那峡サービスエリア（下り線）店,岐阜県 恵那市 大井町2194-82 恵那峡サービスエリア（下り線）,35.458832,137.434601,0
1058,恵那店,岐阜県 恵那市 長島町正家3-8-41,35.430408,137.414261,0
1059,沼津花園店,静岡県 沼津市 花園町10-15,35.121201,138.869278,0
1060,ららぽーと沼津店,静岡県 沼津市 東椎路東荒301-3 ららぽーと沼津,35.128609,138.837143,0
1061,EXPASA足柄サービスエリア（下り線）店,静岡県 駿東郡 小山町桑木599 東名高速道路　EXPASA足柄（下り線）,35.313461,138.96701,0
1062,JR三島駅 南口店,静岡県 三島市 一番町16-1,35.125584,138.912338,0
1063,三島安久店,静岡県 三島市 安久144-3,35.087887,138.929413,0
1064,三島玉川店,静岡県 三島市 玉川247-1,35.1095222,138.9139548,0
1065,御殿場プレミアム・アウトレット店,静岡県 御殿場市 深沢1312 御殿場プレミアム・アウトレット EAST ZONE 2920区,35.307503,138.963104,0
1066,EXPASA足柄サービスエリア（上り線）店,静岡県 御殿場市 深沢1801-1 東名高速道路　EXPASA足柄（上り線）,35.314499,138.963364,0
1067,御殿場萩原店,静岡県 御殿場市 萩原226-1,35.311134,138.931625,0
1068,イオンタウン富士南店,静岡県 富士市 鮫島118-10 イオンタウン富士南,35.139099,138.677155,0
1069,富士高島店,静岡県 富士市 高島町68,35.158051,138.673691,0
1070,イオンモール富士宮店,静岡県 富士宮市 浅間町1-8　 イオンモール富士宮,35.220619,138.61351,0
1071,アクロスプラザ富士宮店,静岡県 富士宮市 弓沢町499 アクロスプラザ富士宮,35.217861,138.624847,0
1072,富士入山瀬店,静岡県 富士市 入山瀬503-3,35.195347,138.646973,0
1073,蔦屋書店 静岡本店,静岡県 静岡市葵区 呉服町1-20,34.975536,138.380112,0
1074,静岡呉服町通り店,静岡県 静岡市葵区 呉服町2-8-9 アクロス辻源ビル 1F,34.973713,138.384216,0
1075,MARK IS 静岡店,静岡県 静岡市葵区 柚木1026 MARK IS 静岡,34.982403,138.408173,0
1076,静岡駅 新幹線ラチ内店,静岡県 静岡市葵区 黒金町47 ASTY静岡,34.971794,138.388901,0
1077,ASTY静岡 西館店,静岡県 静岡市葵区 黒金町47 ASTY静岡,34.971794,138.388901,0
1078,静岡南瀬名店,静岡県 静岡市葵区 南瀬名町5-37,35.002571,138.421112,0
1079,富士川サービスエリア（下り線）店,静岡県 富士市 岩淵1348-3 東名高速道路 富士川サービスエリア（下り線）,35.158443,138.619949,0
1080,静岡草薙店,静岡県 静岡市駿河区 中吉田43-27,34.996479,138.437531,0
1081,アピタ静岡店,静岡県 静岡市駿河区 石田1-5-1 アピタ静岡店,34.959232,138.401062,0
1082,静岡中原店,静岡県 静岡市駿河区 中原430-1,34.957569,138.387787,0
1083,エスパルスドリームプラザ店,静岡県 静岡市清水区 入船町13-15 エスパルスドリームプラザ パークサイド2階,35.01041,138.492599,0
1084,焼津祢宜島店,静岡県 焼津市 祢宜島429-6,34.839638,138.311172,0
1085,焼津八楠店,静岡県 焼津市 八楠2-1-1,34.877769,138.31189,0
1086,藤枝蓮華寺池公園店,静岡県 藤枝市 本町1-2,34.873684,138.258606,0
1087,藤枝高柳店,静岡県 藤枝市 高柳1-8-42,34.849873,138.264359,0
1088,島田中河町店,静岡県 島田市 中河町8966-5,34.837685,138.181656,0
1089,浜松新津町店,静岡県 浜松市中央区 新津町682-1,34.710808,137.726303,0
1090,浜松 メイワン エキマチウエスト店,静岡県 浜松市中央区 砂山町6-2 EKIMACHI WEST,34.710808,137.726303,0
1091,浜松 メイワン 2階店,静岡県 浜松市中央区 砂山町6-1,34.710808,137.726303,0
1092,浜松駅 新幹線ラチ内店,静岡県 浜松市中央区 砂山町6-2 EKIMACHI WEST（浜松 メイワン エキマチウエスト店）,34.710808,137.726303,0
1093,ザザシティ浜松店,静岡県 浜松市中央区 鍛冶町15 ザザシティ浜松 西館,34.710808,137.726303,0
1094,浜松城公園店,静岡県 浜松市中央区 元城町100-2,34.710808,137.726303,0
1095,浜名湖サービスエリア店,静岡県 浜松市浜名区 三ケ日町佐久米61-2 東名高速道路 浜名湖サービスエリア内,34.791546,137.783157,0
1096,浜松半田山店,静岡県 浜松市中央区 半田山4-4-25,34.710808,137.726303,0
1097,浜松佐鳴台店,静岡県 浜松市中央区 佐鳴台3-52-34,34.710808,137.726303,0
1098,そよら浜松西伊場店,静岡県 浜松市中央区 西伊場町78-1 そよら浜松西伊場,34.710808,137.726303,0
1099,TSUTAYA 佐鳴台店,静岡県 浜松市中央区 入野町621-1,34.710808,137.726303,0
1100,イオンモール浜松志都呂店,静岡県 浜松市中央区 志都呂2-37-1,34.710808,137.726303,0
1101,浜松葵東店,静岡県 浜松市中央区 葵東2-24-51,34.710808,137.726303,0
1102,プレ葉ウォーク浜北店,静岡県 浜松市浜名区 貴布祢1200,34.791546,137.783157,0
1103,イオンモール浜松市野店,静岡県 浜松市中央区 天王町諏訪1981-3 イオンモール浜松市野,34.74058898,137.7629481,0
1104,掛川大池店,静岡県 掛川市 大池3028-1,34.773312,137.993881,0
1105,掛川細田店,静岡県 掛川市 細田280-1,34.772514,137.981705,0
1106,ノブレスパルク袋井店,静岡県 袋井市 高尾3000,34.737663,137.926834,0
1107,磐田見付店,静岡県 磐田市 見付6039-2,34.736198,137.858963,0
1108,ららぽーと磐田店,静岡県 磐田市 高見丘1200 ららぽーと磐田,34.750164,137.842026,0
1109,豊橋ココラフロント店,愛知県 豊橋市 駅前大通1-55 ココラフロント,34.762749,137.383865,0
1110,ホリデイ・スクエア豊橋店,愛知県 豊橋市 藤沢町141,34.743671,137.37175,0
1111,豊橋柱店,愛知県 豊橋市 牟呂町扇田53-1,34.750854,137.376083,0
1112,豊橋曙店,愛知県 豊橋市 曙町南松原6-4,34.730461,137.400482,0
1113,豊川大堀店,愛知県 豊川市 大堀町335,34.835564,137.401794,0
1114,豊川正岡店,愛知県 豊川市 正岡町流田506,34.802139,137.386719,0
1115,豊川下長山店,愛知県 豊川市 下長山町宮下7-1,34.806713,137.380936,0
1116,イオンモール豊川店,愛知県 豊川市 白鳥町兎足1-16 イオンモール豊川,34.8255,137.354095,0
1117,イオンタウン岡崎美合店,愛知県 岡崎市 美合町つむぎ南1-1 イオンタウン岡崎美合,34.925941,137.186508,0
1118,岡崎針崎店,愛知県 岡崎市 針崎町岡崎駅南土地区画整理事業27街区5,34.917072,137.151794,0
1119,イオンモール岡崎1階店,愛知県 岡崎市 戸崎町外山38-5 イオンモール岡崎1階,34.936401,137.162979,0
1120,イオンモール岡崎3階店,愛知県 岡崎市 戸崎町外山38-5 イオンモール岡崎3階,34.936401,137.162979,0
1121,岡崎竜美店,愛知県 岡崎市 竜美西2-9-13,34.939133,137.166901,0
1122,NEOPASA岡崎サービスエリア店,愛知県 岡崎市 宮石町六ツ田10-4　 新東名高速道路　岡崎サービスエリア内,35.030331,137.224365,0
1123,西尾今川店,愛知県 西尾市 今川町下落21-1,34.853661,137.057465,0
1124,ヴェルサウォーク西尾店,愛知県 西尾市 高畠町3-23-9 ヴェルサウォーク西尾,34.863388,137.059662,0
1125,西尾道光寺店,愛知県 西尾市 道光寺町西縄16-1,34.871822,137.059326,0
1126,安城百石店,愛知県 安城市 百石町１-5-9,34.953281,137.078033,0
1127,三河安城店,愛知県 安城市 三河安城南町1-11-5,34.964169,137.060303,0
1128,安城篠目店,愛知県 安城市 篠目町肥田59-1,34.978886,137.065628,0
1129,碧南城山店,愛知県 碧南市 城山町1-81-3,34.893784,137.008255,0
1130,刈谷東境店,愛知県 刈谷市 東境町松本15-2,35.038189,137.024689,0
1131,刈谷松栄店,愛知県 刈谷市 松栄町2-7-5,34.979408,137.033081,0
1132,名古屋スパイラルタワーズ店,愛知県 名古屋市中村区 名駅4-27-1 モード学園スパイラルタワーズ,35.16843,136.8862,0
1133,名駅地下街 サンロード店,愛知県 名古屋市中村区 名駅4-7-25 名駅地下街サンロード,35.169647,136.884903,0
1134,ＪＲ名古屋駅 太閤通南口店,愛知県 名古屋市中村区 名駅1-1-4,35.17075,136.883423,0
1135,名駅地下街 ユニモール店,愛知県 名古屋市中村区 名駅4-5-26先 ユニモール,35.171429,136.88623,0
1136,ジェイアール名古屋タカシマヤ店,愛知県 名古屋市中村区 名駅1-1-4 ジェイアール名古屋タカシマヤ7階,35.17075,136.883423,0
1137,名古屋ＪＲセントラルタワーズ店,愛知県 名古屋市中村区 名駅1-1-4 ＪＲセントラルタワーズ 13F,35.17075,136.883423,0
1138,ＫＩＴＴＥ名古屋店,愛知県 名古屋市中村区 名駅1-1-1,35.173313,136.88266,0
1139,大名古屋ビルヂング店,愛知県 名古屋市中村区 名駅3-28-12 大名古屋ビルヂング地下1階,35.171711,136.88443,0
1140,名古屋 タカシマヤ ゲートタワーモール店,愛知県 名古屋市中村区 名駅1-1-3 タカシマヤ ゲートタワーモール１F,35.171558,136.883072,0
1141,名古屋 JRゲートタワー店,愛知県 名古屋市中村区 名駅1-1-3 JRゲートタワー 15F,35.171558,136.883072,0
1142,名鉄百貨店名古屋店,愛知県 名古屋市中村区 名駅1-2-1 名鉄百貨店本店本館,35.169827,136.884384,0
1143,名古屋則武新町1階店,愛知県 名古屋市西区 則武新町3-1-17 イオンモール Nagoya Noritake Garden,35.17942,136.881836,0
1144,名古屋則武新町2階店,愛知県 名古屋市西区 則武新町3-1-17 イオンモール Nagoya Noritake Garden,35.17942,136.881836,0
1145,上小田井mozoワンダーシティ 4階店,愛知県 名古屋市西区 二方町40 mozo ワンダーシティ,35.225266,136.883301,0
1146,上小田井mozoワンダーシティ 2階店,愛知県 名古屋市西区 二方町40 mozo ワンダーシティ,35.225266,136.883301,0
1147,JR名古屋駅　広小路口店,愛知県 名古屋市中村区 椿町5-6 JR-PLUS名古屋支店,35.170296,136.878891,0
1148,JR名古屋駅 新幹線南ラチ内店,愛知県 名古屋市中村区 椿町5-6 JR-PLUS名古屋支店,35.170296,136.878891,0
1149,名古屋グローバルゲート店,愛知県 名古屋市中村区 平池町4-60-12 グローバルゲート,35.16172,136.882553,0
1150,名古屋みなと 蔦屋書店,愛知県 名古屋市港区 港明2-3-2 ららぽーと名古屋みなとアクルス,35.109234,136.885025,0
1151,イオンモール名古屋茶屋店,愛知県 名古屋市港区 西茶屋2-11 イオンモール名古屋茶屋,35.10471,136.825943,0
1152,ららぽーと名古屋みなとアクルス店,愛知県 名古屋市港区 港明2-3-2 ららぽーと名古屋みなとアクルス,35.109234,136.885025,0
1153,金山駅南口店,愛知県 名古屋市熱田区 金山町1-2-26 ヤガミ金山ビル,35.142212,136.901154,0
1154,ミュープラット神宮前店,愛知県 名古屋市熱田区 三本松町18-4 μPLAT神宮前2階,35.126251,136.912827,0
1155,イオンモール熱田3階店,愛知県 名古屋市熱田区 六野1-201 イオンモール熱田 3階,35.136627,136.911407,0
1156,イオンモール熱田1階店,愛知県 名古屋市熱田区 六野1-201 イオンモール熱田 1階,35.136627,136.911407,0
1157,大同病院店,愛知県 名古屋市南区 白水町9 大同病院,35.07468,136.907043,0
1158,名古屋港東通店,愛知県 名古屋市南区 港東通1-32,35.092037,136.917816,0
1159,名古屋滝ノ水店,愛知県 名古屋市緑区 上旭2-201,35.091537,136.974304,0
1160,名古屋鳴海店,愛知県 名古屋市緑区 鳴海町上ノ山12-24,35.097126,136.953018,0
1161,アピタ鳴海店,愛知県 名古屋市緑区 鳴海町伝治山3-9 アピタ鳴海店,35.093197,136.959259,0
1162,ヒルズウォーク徳重ガーデンズ店,愛知県 名古屋市緑区 元徳重1-505 ヒルズウォーク徳重ガーデンズ,35.094334,136.999252,0
1163,イオンモール大高1階店,愛知県 名古屋市緑区 南大高2-450 イオンモール大高 1階,35.053516,136.947189,0
1164,イオンモール大高3階店,愛知県 名古屋市緑区 南大高2-450 イオンモール大高 3階,35.053516,136.947189,0
1165,桜通り大津店,愛知県 名古屋市中区 丸の内3-20-17 KDX桜通ビル 1F,35.173847,136.905914,0
1166,名古屋インターシティ伏見店,愛知県 名古屋市中区 錦1-11-11 名古屋インターシティ B1F,35.169769,136.897079,0
1167,ヨリマチFUSHIMI店,愛知県 名古屋市中区 錦2-16-24 ヨリマチFUSHIMI,35.169682,136.897644,0
1168,三井住友銀行名古屋ビル店,愛知県 名古屋市中区 錦2-18-19 三井住友銀行名古屋ビル 1F,35.168522,136.899567,0
1169,栄広小路店,愛知県 名古屋市中区 錦3-24-24 錦324ビル,35.169121,136.905823,0
1170,栄セントラルパーク店,愛知県 名古屋市中区 錦3-15-13先 セントラルパーク地下街,35.171371,136.907822,0
1171,栄大津通店,愛知県 名古屋市中区 栄3-27-7 サンサカエビル,35.165134,136.906876,0
1172,名古屋久屋南店,愛知県 名古屋市中区 栄3-31-10 松坂屋久屋南パークテラス,35.163631,136.908463,0
1173,名古屋パルコ 西館店,愛知県 名古屋市中区 栄3-29-1 名古屋パルコ,35.1642,136.907303,0
1174,栄 チェリープラザ店,愛知県 名古屋市中区 栄3-19-8 栄ミナミ平和ビル,35.16576,136.90451,0
1175,栄ラシック店,愛知県 名古屋市中区 栄3-6-1,35.167721,136.907272,0
1176,名古屋大須万松寺店,愛知県 名古屋市中区 大須3-31-14 山惣第２ビル,35.158535,136.905823,0
1177,東別院店,愛知県 名古屋市中区 橘2-903,35.152065,136.901352,0
1178,アスナル金山1階店,愛知県 名古屋市中区 金山1-17-1 アスナル金山,35.143738,136.900146,0
1179,アスナル金山3階店,愛知県 名古屋市中区 金山1-17-1 アスナル金山,35.143738,136.900146,0
1180,名古屋 伏見 ＡＴビル店,愛知県 名古屋市中区 錦1-18-22 名古屋ATビル,35.168175,136.894348,0
1181,東山線千種駅店,愛知県 名古屋市東区 葵3-15-21先 地下鉄千種駅,35.170795,136.930252,0
1182,新栄葵町店,愛知県 名古屋市東区 葵1-21-4,35.170654,136.921066,0
1183,栄公園 オアシス２１店,愛知県 名古屋市東区 東桜1-11-1 オアシス21,35.171772,136.909058,0
1184,ASTY大曽根店,愛知県 名古屋市東区 東大曽根町46-6 ASTY大曽根,35.188919,136.936462,0
1185,イオンモールナゴヤドーム前フードコート店,愛知県 名古屋市東区 矢田南4-102-3,35.18750943,136.9448716,0
1186,イオンモールナゴヤドーム前店,愛知県 名古屋市東区 矢田南4-102-3 イオンモールナゴヤドーム前,35.188564,136.944626,0
1187,名城公園店,愛知県 名古屋市北区 名城1-4-1 tonarino,35.189117,136.901443,0
1188,そよら上飯田店,愛知県 名古屋市北区 織部町1-1 そよら上飯田,35.200848,136.92836,0
1189,名古屋志段味店,愛知県 名古屋市守山区 上志段味羽根528,35.25502,137.035522,0
1190,草叢BOOKS 新守山店,愛知県 名古屋市守山区 新守山2830 アピタ新守山,35.204765,136.948975,0
1191,アピタ千代田橋店,愛知県 名古屋市千種区 千代田橋2-1-1 アピタ千代田橋店,35.187107,136.969559,0
1192,名古屋自由ヶ丘店,愛知県 名古屋市千種区 鹿子殿14-8,35.179028,136.97583,0
1193,星が丘テラス店,愛知県 名古屋市千種区 星が丘元町16-50 星が丘テラスEAST,35.160816,136.985367,0
1194,本山駅前店,愛知県 名古屋市千種区 東山通1-1-1,35.163761,136.964355,0
1195,覚王山店,愛知県 名古屋市千種区 末盛通1-1 末盛ビル,35.166622,136.952301,0
1196,イオンタウン千種店,愛知県 名古屋市千種区 千種2-16-13 イオンタウン千種,35.160912,136.923828,0
