Unnamed: 0,店舗名,住所,緯度,経度,チェック
442,御茶ノ水ソラシティ店,東京都 千代田区 神田駿河台4-6 御茶ノ水ソラシティ,35.698673,139.766403,0
443,淡路町駅前店,東京都 千代田区 神田淡路町1-2,35.695717,139.767792,0
444,飯田橋サクラテラス店,東京都 千代田区 富士見2-10-2,35.699116,139.744629,0
445,飯田橋サクラテラス 2階店,東京都 千代田区 富士見2-10-2 飯田橋グラン・ブルーム　サクラテラス,35.699116,139.744629,0
446,飯田橋アイガーデンテラス店,東京都 千代田区 飯田橋3-10-9 アイガーデンテラス,35.700607,139.748947,0
447,九段下店,東京都 千代田区 九段北1-2-1 九段北1丁目ビル 1F,35.695782,139.752228,0
448,北の丸スクエア店,東京都 千代田区 九段北1-13-12 北の丸スクエア,35.695705,139.751221,0
449,市ヶ谷駅前店,東京都 千代田区 五番町2 市ヶ谷ストア 2F,35.689255,139.732758,0
450,麹町店,東京都 千代田区 麹町3-2-5 垣見麹町ビル別館 1F,35.684242,139.738571,0
451,東京ガーデンテラス紀尾井町店,東京都 千代田区 紀尾井町1-2 東京ガーデンテラス紀尾井町,35.67992,139.737183,0
452,人形町店,東京都 中央区 日本橋人形町3-6-7 人形町共同ビル 1F,35.687008,139.781525,0
453,コレド室町テラス店,東京都 中央区 日本橋室町3-2-1 コレド室町テラス 地下1階,35.687458,139.77272,0
454,コレド室町2店,東京都 中央区 日本橋室町2-3-1 コレド室町2 地下1階,35.686623,139.774582,0
455,日本橋スルガビル店,東京都 中央区 日本橋室町1-7-1 スルガビル 1F,35.684696,139.774811,0
456,日本橋本町店,東京都 中央区 日本橋本町2-4-5 扶桑日本橋ビル 1F,35.687302,139.775299,0
457,茅場町店,東京都 中央区 日本橋茅場町1-12-2 樋口本店ビル 1F,35.67942,139.780823,0
458,日本橋高島屋Ｓ.Ｃ.5階店,東京都 中央区 日本橋2-5-1 日本橋高島屋Ｓ.Ｃ. 新館5階,35.681751,139.773468,0
459,日本橋高島屋Ｓ.Ｃ.1階店,東京都 中央区 日本橋2-5-1 日本橋高島屋Ｓ.Ｃ. 新館1階,35.681751,139.773468,0
460,ヤエチカ店,東京都 中央区 八重洲2-1 八重洲地下街 中3号,35.679859,139.769608,0
461,東京ミッドタウン八重洲店,東京都 中央区 八重洲2-2-1 東京ミッドタウン八重洲,35.679695,139.769165,0
462,京橋エドグラン店,東京都 中央区 京橋2-2-1 京橋エドグラン,35.677818,139.769318,0
463,築地駅前店,東京都 中央区 築地2-12-8 大広ビル 1F,35.667881,139.772079,0
464,晴海 トリトンスクエア店,東京都 中央区 晴海1-8-10 晴海アイランド トリトンスクエア オフィスタワーX,35.655556,139.78183,0
465,勝どき店,東京都 中央区 勝どき4-6-2 パークタワー勝どきミッド1階,35.657032,139.778091,0
466,銀座松屋通り店,東京都 中央区 銀座3-7-14 ＥＳＫビル 1F,35.671623,139.766632,0
467,GINZA SIX店,東京都 中央区 銀座6-10-1,35.669445,139.763351,0
468,マロニエゲート銀座1店,東京都 中央区 銀座2-2-14 マロニエゲート銀座1,35.674366,139.765305,0
469,銀座EXITMELSA店,東京都 中央区 銀座5-7-10,35.670483,139.764038,0
470,銀座 蔦屋書店,東京都 中央区 銀座6-10-1 GINZA SIX 6階,35.669445,139.763351,0
471,エチカフィット銀座店,東京都 中央区 銀座4-1-2 東京メトロ銀座駅構内,35.673046,139.76355,0
472,CIRCLES 銀座店,東京都 中央区 銀座3-7-6 CIRCLES 銀座,35.672012,139.767471,0
473,スターバックス リザーブ(R)ストア 銀座マロニエ通り,東京都 中央区 銀座3-7-3 銀座オーミビル 1F,35.672329,139.767624,0
474,東銀座店,東京都 中央区 銀座5-15-8 時事通信ビル,35.668034,139.767654,0
475,銀座ファイブ店,東京都 中央区 銀座5丁目1番先 GINZA FIVE,35.672363,139.761658,0
476,聖路加国際病院店,東京都 中央区 明石町9-1 聖路加国際病院,35.667965,139.776779,0
477,虎ノ門駅前店,東京都 港区 虎ノ門1-1-23 ウンピン虎ノ門ビル 1F,35.670292,139.750565,0
478,虎ノ門２丁目タワー店,東京都 港区 虎ノ門2-3-17 虎ノ門２丁目タワー,35.668568,139.746826,0
479,新橋駅前店,東京都 港区 新橋2-19-3 カシケイビル 1F,35.666809,139.759552,0
480,JR新橋駅 銀座口店,東京都 港区 新橋2-17-14 新橋駅1階,35.66706655,139.7583821,0
481,芝大門店,東京都 港区 芝公園2-3-4 リッチモンドホテル東京芝,35.656536,139.752151,0
482,虎ノ門ヒルズ ステーションタワー店,東京都 港区 虎ノ門2-6-3 虎ノ門ヒルズステーションタワー7階,35.667068,139.74733,0
483,愛宕グリーンヒルズ店,東京都 港区 愛宕2-5-1 ＭＯＲＩ タワー（愛宕グリーンヒルズ）,35.662052,139.748962,0
484,虎ノ門ヒルズ ビジネスタワー店,東京都 港区 虎ノ門1-17-1 虎ノ門ヒルズ ビジネスタワー,35.66821699,139.7500661,0
485,東京ワールドゲート神谷町店,東京都 港区 虎ノ門4-1-1 神谷町トラストタワー,35.665405,139.744537,0
486,カレッタ汐留店,東京都 港区 東新橋1-8-2 カレッタ汐留,35.664555,139.762268,0
487,汐留シティセンター店,東京都 港区 東新橋1-5-2 汐留シティセンター,35.665634,139.761398,0
488,ペディ汐留店,東京都 港区 東新橋1-9-1 東京汐留ビルディング内　Pedi汐留,35.662498,139.760895,0
489,日テレプラザ店,東京都 港区 東新橋1-6-1 日本テレビタワー 2階,35.664265,139.760147,0
490,アークヒルズサウスタワー店,東京都 港区 六本木1-4-5 アークヒルズサウスタワー,35.665691,139.739304,0
491,六本木７丁目店,東京都 港区 六本木7-14-1 東李閣ビル 1F,35.663563,139.731369,0
492,六本木 蔦屋書店,東京都 港区 六本木6-11-1 ゲートタワー,35.658768,139.731949,0
493,六本木ヒルズ メトロハット／ハリウッドプラザ店,東京都 港区 六本木6-4-1 メトロハット/ハリウッドプラザ,35.661423,139.729691,0
494,六本木ヒルズ ウエストウォーク店,東京都 港区 六本木6-10-1 森タワー 2F,35.660206,139.729202,0
495,麻布台ヒルズ店,東京都 港区 麻布台1-3-1 麻布台ヒルズ タワープラザ 地下1階,35.661549,139.740921,0
496,麻布十番店,東京都 港区 麻布十番1-11-14 ＳＢＳビル,35.65590645,139.736058,0
497,六本木ヒルズ ウエストウォーク ラウンジ店,東京都 港区 六本木6-10-1 森タワー 1F,35.660206,139.729202,0
498,赤坂見附店,東京都 港区 赤坂3-21-20 赤坂ロングビーチビル 1F,35.676899,139.735764,0
499,赤坂インターシティAIR店,東京都 港区 赤坂1-8-1,35.669594,139.742661,0
500,東京ミッドタウン店,東京都 港区 赤坂9-7-2 東京ミッドタウンB0103,35.666023,139.732208,0
501,赤坂溜池タワー店,東京都 港区 赤坂2-17-1 赤坂溜池タワー,35.670219,139.738419,0
502,青山ビルヂング店,東京都 港区 北青山1-2-3 青山ビル,35.673054,139.723206,0
503,アクセス表参道店,東京都 港区 北青山3-6-17 アクセス表参道ビル,35.665234,139.711334,0
504,南青山２丁目店,東京都 港区 南青山2-26-37 VORT外苑前1 1F,35.669441,139.717606,0
505,南青山骨董通り店,東京都 港区 南青山5-4-27 Barbizon104,35.662231,139.714432,0
506,青山骨董通り店,東京都 港区 南青山5-10-1 H2 AOYAMA BUILDING,35.66259,139.71109,0
507,アークヒルズ店,東京都 港区 赤坂1-12-32 アーク森ビル 1F,35.667343,139.741302,0
508,赤坂Bizタワー店,東京都 港区 赤坂5-3-1 赤坂Bizタワー(区画番号206),35.672558,139.735168,0
509,新田町ビル店,東京都 港区 芝5-34-6 新田町ビル,35.64587,139.746704,0
510,田町駅 南改札内店,東京都 港区 芝5ー33ー36 JR田町駅 南改札内,35.646549,139.747559,0
511,田町タワー店,東京都 港区 芝5-33-11 田町タワーモール1階,35.646549,139.747559,0
512,ムスブ田町2階店,東京都 港区 芝浦3-1-21 msb Tamachi 田町ステーションタワーS 2階205,35.644985,139.748886,0
513,ムスブ田町4階店,東京都 港区 芝浦3-1-21 msb Tamachi 田町ステーションタワーS 4階402,35.644985,139.748886,0
514,白金高輪店,東京都 港区 白金1-17-2-102 白金アエルシティ,35.644455,139.733154,0
515,高輪ゲートウェイ駅店,東京都 港区 港南2-1-220 JR高輪ゲートウェイ駅改札外3階,35.63561258,139.7405901,0
516,ＪＲ東海 品川駅ラチ内店,東京都 港区 港南2-1-78 JR-PLUS品川営業所,35.6339,139.741425,0
517,JR東海 品川駅店,東京都 港区 港南2-1-78 JR-PLUS品川営業所,35.6339,139.741425,0
518,品川インターシティ店,東京都 港区 港南2-15-2 品川インターシティ 2F (206),35.626335,139.742004,0
519,パルコヤ上野店,東京都 台東区 上野3-24-6 パルコヤ 5階,35.70697,139.772964,0
520,エキュート上野 公園口店,東京都 台東区 上野7-1-1 エキュート上野,35.713696,139.776917,0
521,JR上野駅 入谷改札前店,東京都 台東区 上野7-1-1 上野駅構内3階入谷口改札外,35.713696,139.776917,0
522,上野マルイ店,東京都 台東区 上野6-15-1 上野マルイ店 B1F,35.710232,139.775787,0
523,御徒町春日通り店,東京都 台東区 上野6-2-1 ヨシダビル,35.707832,139.775604,0
524,アトレ上野店,東京都 台東区 上野7-1-1 アトレ上野 1F,35.713696,139.776917,0
525,上野恩賜公園店,東京都 台東区 上野公園8-22,35.71634726,139.7740868,0
526,雷門店,東京都 台東区 浅草1-18-2 雷門旅館,35.71125,139.796234,0
527,浅草駅前店,東京都 台東区 花川戸1-5-1,35.71201922,139.7979412,0
528,浅草雷門通り店,東京都 台東区 雷門2-16-7 グランコピエ浅草雷門,35.710918,139.794678,0
529,東京ドームシティ ラクーア店,東京都 文京区 春日1-1-1 ラクーア,35.705814,139.753983,0
530,水道橋後楽森ビル店,東京都 文京区 後楽1-4-14 後楽森ビル 1F,35.703358,139.749695,0
531,茗荷谷店,東京都 文京区 大塚1-4-1 中央大学 茗荷谷キャンパス,35.718422,139.735641,0
532,東京ドームシティ ミーツポート店,東京都 文京区 後楽1-3-61 東京ドームシティミーツポート1階,35.703152,139.752151,0
533,本郷東大前店,東京都 文京区 本郷4-1-4 Design Placeα 1F,35.708103,139.760635,0
534,順天堂医院店,東京都 文京区 本郷3-1-3 順天堂大学医学部附属順天堂医院 (1号館）,35.701878,139.762177,0
535,東京医科歯科大学店,東京都 文京区 湯島1-5-45 東京医科歯科大学C棟1階,35.701828,139.765274,0
536,日本医科大学付属病院店,東京都 文京区 千駄木1-1-5 日本医科大学付属病院,35.721233,139.758453,0
537,東京大学工学部店,東京都 文京区 本郷7-3-1 工学部11号館,35.714146,139.763214,0
538,王子駅前店,東京都 北区 王子1-9-5 京徳ビル 1F,35.754143,139.737732,0
539,アトレヴィ田端店,東京都 北区 東田端1-17-2 アトレヴィ田端,35.738358,139.760513,0
540,イオンスタイル赤羽店,東京都 北区 神谷3-12-1 イオンスタイル赤羽1階,35.774097,139.732132,0
541,ビーンズ赤羽店,東京都 北区 赤羽1-1-1 ビーンズ赤羽,35.778782,139.720963,0
542,LaLaテラス南千住店,東京都 荒川区 南千住4-7-2 LaLaテラス南千住 B棟1階,35.735828,139.801926,0
543,エキア北千住店,東京都 足立区 千住旭町42-1 EQUiA北千住,35.752808,139.806046,0
544,ルミネ北千住店,東京都 足立区 千住旭町42-2 ルミネ北千住,35.752808,139.806046,0
545,北千住マルイ店,東京都 足立区 千住3-92 北千住マルイ,35.751083,139.804565,0
546,アリオ西新井店,東京都 足立区 西新井栄町1-20-1 アリオ西新井,35.77500104,139.7862032,0
547,シャポー新小岩店,東京都 葛飾区 新小岩1-45-1 シャポー新小岩1階,35.717091,139.858231,0
548,金町駅南口店,東京都 葛飾区 金町6-4-2 ラヴィクレール金町,35.769032,139.871368,0
549,アリオ亀有店,東京都 葛飾区 亀有3-49-3 アリオ亀有,35.764343,139.852539,0
550,錦糸町オリナス店,東京都 墨田区 太平4-1-2 オリナス,35.700195,139.814896,0
551,錦糸町テルミナ2店,東京都 墨田区 錦糸1-2-47 テルミナ2,35.697327,139.813919,0
552,錦糸町パルコ店,東京都 墨田区 江東橋4-27-14 楽天地ビル,35.696064,139.815231,0
553,錦糸町 丸井店,東京都 墨田区 江東橋3-9-10 丸井 錦糸町店,35.695351,139.813736,0
554,東京スカイツリータウン・ソラマチ東6階店,東京都 墨田区 押上1-1-2 東京スカイツリータウン,35.710083,139.808609,0
555,東京スカイツリータウン・ソラマチ西1階店,東京都 墨田区 押上1-1-2 東京スカイツリータウン,35.710083,139.808609,0
556,シャポー小岩店,東京都 江戸川区 南小岩7-24-15,35.733028,139.881882,0
557,葛西臨海公園駅店,東京都 江戸川区 臨海町6-3-4 葛西臨海公園駅高架下ビル,35.645447,139.858368,0
558,木場イトーヨーカドー店,東京都 江東区 木場1-5-30 イトーヨーカドー木場店 1F,35.666195,139.804977,0
559,豊洲フォレシア店,東京都 江東区 豊洲3-2-24 豊洲フォレシア,35.656982,139.794495,0
560,アーバンドック ららぽーと豊洲3 地下1階店,東京都 江東区 豊洲2-2-1 ららぽーと豊洲3 地下1階,35.655811,139.794891,0
561,TSUTAYA BOOKSTORE 東雲店,東京都 江東区 東雲2-7-20,35.64164,139.803116,0
562,東京ビッグサイト店,東京都 江東区 有明3-11-1 東京ビッグサイト　レストラン街,35.63101202,139.7950766,0
563,ダイバーシティ東京 プラザ店,東京都 江東区 青海1-1-10 ダイバーシティ東京 プラザ 2階,35.625084,139.774078,0
564,アクアシティお台場店,東京都 港区 台場1-7-1（区番R306） アクアシティお台場,35.627804,139.77359,0
565,豊洲センタービル店,東京都 江東区 豊洲3-3-3 豊洲センタービル 1F,35.656506,139.796036,0
566,ららぽーと豊洲 シーサイドデッキ店,東京都 江東区 豊洲2-4-9 アーバンドック　ららぽーと豊洲,35.6563,139.792923,0
567,ららぽーと豊洲 サウスポート2階店,東京都 江東区 豊洲2-4-9 ららぽーと豊洲,35.65471233,139.7945301,0
568,アトレ亀戸店,東京都 江東区 亀戸5-1-1 アトレ亀戸 1F,35.697639,139.825806,0
569,カメイドクロック店,東京都 江東区 亀戸6-31-6 KAMEIDO CLOCK,35.696602,139.829208,0
570,アリオ北砂店,東京都 江東区 北砂2-17-1 アリオ北砂,35.681305,139.82663,0
571,南砂町 SUNAMO店,東京都 江東区 新砂3-4-31 南砂町ショッピングセンター SUNAMO１階,35.665485,139.834488,0
572,イオン南砂店,東京都 江東区 南砂6-7-15 イオン南砂店 1F,35.672672,139.835953,0
573,イオンスタイル品川シーサイド店,東京都 品川区 東品川4-12-5 イオンスタイル品川シーサイド,35.611347,139.748322,0
574,天王洲店,東京都 品川区 東品川2-2-4 天王洲ファーストタワー,35.623642,139.74971,0
575,大井町駅東口店,東京都 品川区 東大井5-20-1,35.605927,139.735123,0
576,エトモ大井町店,東京都 品川区 大井1-1-1 エトモ大井町,35.607479,139.734772,0
577,阪急大井町ガーデン店,東京都 品川区 大井1-50-5 新阪急大井町ビル,35.606041,139.734039,0
578,大崎ブライトタワー店,東京都 品川区 北品川5-6-1 大崎ブライトタワー,35.622047,139.730103,0
579,目黒店,東京都 品川区 上大崎2-25-2 新目黒東急ビル,35.634674,139.714447,0
580,目黒セントラルスクエア店,東京都 品川区 上大崎3-1-1,35.633621,139.716156,0
581,アトレ目黒1店,東京都 品川区 上大崎2-16-9 アトレ目黒1 1F,35.634079,139.71611,0
582,五反田東急スクエア店,東京都 品川区 東五反田2-1-2 五反田東急スクエア,35.625713,139.724411,0
583,西五反田店,東京都 品川区 西五反田1-18-1 ゴタンダ エクス 1F,35.623718,139.722961,0
584,ゲートシティ大崎店,東京都 品川区 大崎1-11-1 ゲートシティ大崎,35.619953,139.731201,0
585,武蔵小山店,東京都 品川区 小山3-15-1 パークシティ武蔵小山ザ モール,35.620518,139.70491,0
586,アトレ大森店(5F),東京都 大田区 大森北1-6-16 アトレ大森 5F,35.588772,139.728455,0
587,アトレ大森店(2F),東京都 大田区 大森北1-6-16 アトレ大森 2F,35.588772,139.728455,0
588,羽田空港第1ターミナル THE HANEDA HOUSE5階店,東京都 大田区 羽田空港3-3-2 第一旅客ターミナル5階,35.549461,139.78389,0
589,羽田空港第2ターミナル国内線ゲートエリア店,東京都 大田区 羽田空港3-4-2 東京国際空港第2旅客ターミナルビル,35.55489,139.784454,0
590,羽田空港第2ターミナル国際線ゲートエリア店,東京都 大田区 羽田空港3-4-2 第2旅客ターミナルビル,35.55489,139.784454,0
591,羽田空港 蔦屋書店,東京都 大田区 羽田空港3-4-2 第2旅客ターミナルビル,35.55489,139.784454,0
592,羽田空港第1ターミナル　マーケットプレイス3階店,東京都 大田区 羽田空港3-3-2 第一旅客ターミナル3階,35.549461,139.78389,0
593,グランデュオ蒲田店,東京都 大田区 西蒲田7-68-1 グランデュオ蒲田　西館,35.562431,139.715424,0
594,田園調布 東急スクエアガーデンサイト店,東京都 大田区 田園調布2-62-3 東急スクエアガーデンサイト　アネックス,35.597439,139.667313,0
595,エトモ池上店,東京都 大田区 池上6-3-10 エトモ池上,35.572369,139.703369,0
596,表参道 神宮前4丁目店,東京都 渋谷区 神宮前4-3-4 Ｂａｒｂｉｚｏｎ ７ ＡＮＮＥＸ,35.666592,139.710922,0
597,東急プラザ 表参道原宿店,東京都 渋谷区 神宮前4-30-3 東急プラザ 表参道原宿,35.668392,139.706177,0
598,表参道ヒルズ店,東京都 渋谷区 神宮前4-12-10 表参道ヒルズ,35.667229,139.708557,0
599,WITH HARAJUKU店,東京都 渋谷区 神宮前1-14-30 WITH HARAJUKU,35.670567,139.702988,0
600,MIYASHITA PARK店,東京都 渋谷区 神宮前6-20-10 MIYASHITA PARK North 4階 (区画番号40000),35.662376,139.702011,0
601,明治神宮前メトロピア店,東京都 渋谷区 神宮前1-18-22駅事務室 千代田線　明治神宮前駅,35.670052,139.702774,0
602,神宮前6丁目店,東京都 渋谷区 神宮前6-17-11 JPR原宿ビル,35.665535,139.703323,0
603,渋谷2丁目店,東京都 渋谷区 渋谷2-9-8 日総第25ビル,35.66061,139.707016,0
604,渋谷ストリーム店,東京都 渋谷区 渋谷3-21-3 渋谷ストリーム,35.657471,139.70285,0
605,渋谷cocoti店,東京都 渋谷区 渋谷1-23-16 cocoti SHIBUYA,35.662025,139.702377,0
606,渋谷３丁目店,東京都 渋谷区 渋谷3-11-7 第２ミネギシビル,35.656456,139.705536,0
607,渋谷クロスタワー店,東京都 渋谷区 渋谷2-15-1 渋谷クロスタワー 3F,35.659077,139.705292,0
608,広尾店,東京都 渋谷区 広尾5-14-5 ノースゲートビル,35.650475,139.721802,0
609,恵比寿ファーストスクエア店,東京都 渋谷区 恵比寿1-18-14 恵比寿ファーストスクエア,35.647221,139.714584,0
610,恵比寿ガーデンプレイス センタープラザB1店,東京都 渋谷区 恵比寿4-20-7 恵比寿ガーデンプレイス センタープラザ B1,35.643665,139.713364,0
611,恵比寿ユニオンビル店,東京都 渋谷区 恵比寿南1-2-10 エビス ユニオンビル １F,35.646236,139.70784,0
612,アトレ恵比寿店(5F),東京都 渋谷区 恵比寿南1-5-5 アトレ恵比寿店　5階,35.647175,139.709305,0
613,アトレ恵比寿店(2F),東京都 渋谷区 恵比寿南1-5-5 アトレ恵比寿,35.647175,139.709305,0
614,代官山 蔦屋書店,東京都 渋谷区 猿楽町17-5 蔦屋書店3号館1F,35.648823,139.699509,0
615,プリンチ 代官山T-SITE,東京都 渋谷区 猿楽町16-15 代官山T-SITE N-4棟1階,35.649677,139.700333,0
616,渋谷公園通り店,東京都 渋谷区 神南1-7-5 渋谷公園通りＪＮビル 1F,35.66399,139.699203,0
617,渋谷モディ店,東京都 渋谷区 神南1-21-3,35.661812,139.700653,0
618,渋谷ファイヤー通り店,東京都 渋谷区 神南1-12-10,35.663357,139.701019,0
619,SHIBUYA TSUTAYA店,東京都 渋谷区 宇田川町21-6 QFRONT 1F,35.659824,139.700226,0
620,渋谷マークシティ店,東京都 渋谷区 道玄坂1-12-3 渋谷マークシティ イースト 3F,35.658092,139.698685,0
621,渋谷フクラス店,東京都 渋谷区 道玄坂1-2-3 渋谷フクラス1階,35.657677,139.700531,0
622,渋谷文化村通り店,東京都 渋谷区 道玄坂2-25-6 ホリウチビル 1F,35.660328,139.696564,0
623,恵比寿ガーデンプレイスタワー１F店,東京都 渋谷区 恵比寿4-20-3 恵比寿ガーデンプレイスタワー,35.643627,139.712708,0
624,TSUTAYA BOOKSTORE 渋谷スクランブルスクエア店,東京都 渋谷区 渋谷2-24-12 渋谷スクランブルスクエア,35.657951,139.702316,0
625,渋谷パルコ店,東京都 渋谷区 宇田川町15-1 渋谷パルコ5階,35.662212,139.699203,0
626,渋谷ヒカリエ ShinQs店,東京都 渋谷区 渋谷2-21-1 渋谷ヒカリエ ShinQs B1F,35.659267,139.703964,0
627,リンクスクエア新宿店,東京都 渋谷区 千駄ヶ谷5-27-5 リンクスクエア新宿,35.686501,139.703094,0
628,北参道店,東京都 渋谷区 千駄ケ谷3-38-9 IBF-PLANNING ビル,35.677364,139.70639,0
629,新宿マインズタワー店,東京都 渋谷区 代々木2-1-1 新宿マインズタワー 1F,35.686947,139.699448,0
630,新宿サザンテラス店,東京都 渋谷区 代々木2-2-1 新宿サザンテラス内,35.685749,139.700729,0
631,新宿南口店,東京都 渋谷区 代々木2-13-8 エスト新宿ビル,35.687183,139.696625,0
632,代々木店,東京都 渋谷区 代々木1-38-7 川本ビル,35.682724,139.701416,0
633,アコルデ代々木上原店,東京都 渋谷区 西原3-8-5 アコルデ代々木上原,35.66946,139.680283,0
634,京王笹塚店,東京都 渋谷区 笹塚1-56-18 京王クラウン街笹塚,35.673901,139.66748,0
635,イオンスタイル碑文谷店,東京都 目黒区 碑文谷4-1-1,35.62278,139.684647,0
636,学芸大駅前店,東京都 目黒区 鷹番3-15-25 鳥芳ビル 1F,35.629292,139.684265,0
637,自由が丘駅前店,東京都 目黒区 自由が丘1-11-6 YG自由が丘ビル 1F,35.607918,139.669281,0
638,自由が丘店,東京都 目黒区 自由が丘2-10-18 栗山ビル2 1F,35.608799,139.667435,0
639,STARBUCKS RESERVE(R) ROASTERY TOKYO,東京都 目黒区 青葉台2-19-23,35.649384,139.692474,0
640,中目黒 蔦屋書店,東京都 目黒区 上目黒1-22-10,35.644699,139.699234,0
641,中目黒山手通り店,東京都 目黒区 上目黒3-1-3 プライムアーバン中目黒2,35.645374,139.697632,0
642,中目黒GTタワー店,東京都 目黒区 上目黒2-1-1 中目黒ゲートタウンタワー B1F,35.643978,139.699295,0
643,エトモ祐天寺店,東京都 目黒区 祐天寺2-13-4 エトモ祐天寺,35.637596,139.691254,0
644,池尻2丁目店,東京都 世田谷区 池尻2-27-7 アリビエ池尻,35.649147,139.683182,0
645,三軒茶屋店,東京都 世田谷区 太子堂4-20-25 海津ビル 1F,35.644539,139.6698,0
646,駒沢1丁目店,東京都 世田谷区 駒沢1-24-5,35.62902008,139.6566039,0
647,桜新町店,東京都 世田谷区 桜新町2-10-4,35.63155,139.643463,0
648,梅ヶ丘駅店,東京都 世田谷区 梅丘1-31-21,35.656475,139.65416,0
649,シモキタエキウエ店,東京都 世田谷区 北沢2-24-2 小田急下北沢駅 シモキタエキウエ内,35.66156732,139.6670351,0
650,下北沢店,東京都 世田谷区 北沢2-30-6 下北沢ＵＣビル 1F,35.662991,139.66713,0
651,代沢5丁目店,東京都 世田谷区 代沢5-8-13 クリークス代沢,35.657196,139.66774,0
652,明大前店,東京都 世田谷区 松原2-46-5 Ｒｙｕ’ｓビル 1F,35.669018,139.649994,0
653,経堂駅店,東京都 世田谷区 経堂2-1-3,35.651287,139.635895,0
654,千歳船橋駅店,東京都 世田谷区 船橋1-9-45 小田急マルシェ千歳船橋2,35.647274,139.623123,0
655,芦花公園店,東京都 世田谷区 南烏山1-2-17,35.667915,139.613251,0
656,千歳烏山店,東京都 世田谷区 南烏山5-15-10 SKCビル,35.66782,139.601669,0
657,成城店,東京都 世田谷区 成城2-40-25 パレブラン成城,35.639919,139.599167,0
658,奥沢2丁目店,東京都 世田谷区 奥沢2-38-9,35.607376,139.671082,0
659,二子玉川公園店,東京都 世田谷区 玉川1-16-1,35.608452,139.632568,0
660,二子玉川 蔦屋家電店,東京都 世田谷区 玉川1-14-1 二子玉川ライズ　S.C.　テラスマーケット,35.61063,139.6300939,0
661,二子玉川ライズ　ドッグウッドプラザ店,東京都 世田谷区 玉川2-23-1 二子玉川ライズショッピングセンター　ドッグウッドプラザ,35.61305526,139.6274376,0
662,用賀店,東京都 世田谷区 瀬田5-39-22,35.626419,139.626541,0
663,世田谷ビジネススクエア店,東京都 世田谷区 用賀4-10-1,35.6268677,139.6320601,0
664,TSUTAYA 馬事公苑店,東京都 世田谷区 上用賀2-4-18 コリーヌ馬事公苑1F,35.639751,139.631409,0
665,玉川高島屋Ｓ・Ｃ店,東京都 世田谷区 玉川3-17-1 玉川高島屋Ｓ・Ｃ (南館７階),35.613522,139.626984,0
666,アトレ四谷店,東京都 新宿区 四谷1-5-25 アトレ四谷,35.686192,139.729874,0
667,四谷３丁目店,東京都 新宿区 四谷2-14-4 ミツヤ四谷ビル 1F,35.68763,139.723404,0
668,新宿御苑店,東京都 新宿区 内藤町11 新宿御苑,35.688934,139.705597,0
669,アトレ信濃町店,東京都 新宿区 信濃町34 アトレ信濃町,35.68074,139.71962,0
670,東急歌舞伎町タワー店,東京都 新宿区 歌舞伎町1-29-1 東急歌舞伎町タワー,35.695492,139.700806,0
671,西武新宿ＰｅＰｅ店,東京都 新宿区 歌舞伎町1-30-1 西武新宿ペペ,35.695972,139.699722,0
672,新宿サブナード店,東京都 新宿区 歌舞伎町1丁目サブナード1 新宿サブナード,35.695393,139.701294,0
673,新宿３丁目店,東京都 新宿区 新宿3-11-6 エクレ新宿 1F,35.691933,139.70639,0
674,新宿2丁目店,東京都 新宿区 新宿2-5-12 FORECAST新宿AVENUE,35.689568,139.707458,0
675,京王新宿三丁目ビル店,東京都 新宿区 新宿3-1-24 京王新宿三丁目ビル,35.690392,139.705643,0
676,新宿ダイアンビル店,東京都 新宿区 新宿3-36-6 大安ビル 1F,35.69038271,139.7018781,0
677,新宿新南口店,東京都 新宿区 新宿4-1-9 新宿ユースビル 1F,35.68893788,139.7026039,0
678,ルミネエスト新宿店,東京都 新宿区 新宿3-38-1 ルミネエスト ２Ｆ,35.691784,139.700775,0
679,新宿マルイ本館2階店,東京都 新宿区 新宿3-30-13 新宿マルイ本館,35.691158,139.703949,0
680,新宿マルイ本館8階店,東京都 新宿区 新宿3-30-13 新宿マルイ本館,35.691158,139.703949,0
681,ルミネ新宿店,東京都 新宿区 西新宿1-1-5 ルミネ新宿１,35.68858,139.699432,0
682,新宿中央公園 SHUKNOVA店,東京都 新宿区 西新宿2-11-5,35.691105,139.687698,0
683,新宿ミロード5階店,東京都 新宿区 西新宿1-1-3 新宿ミロード,35.68858,139.699432,0
684,新宿グリーンタワービル店,東京都 新宿区 西新宿6-14-1 新宿グリーンタワー,35.692436,139.689697,0
685,小田急百貨店SHINJUKU DELISH PARK店,東京都 新宿区 西新宿1丁目西口地下街１号 小田急エース北館,35.690384,139.697495,0
686,西新宿三井ビル店,東京都 新宿区 西新宿6-24-1 西新宿三井ビル,35.695251,139.689072,0
687,新宿西口店,東京都 新宿区 西新宿1-12-1 高倉第一ビル,35.689949,139.697449,0
688,慶應義塾大学病院店,東京都 新宿区 信濃町35,35.681423,139.718048,0
689,飯田橋軽子坂店,東京都 新宿区 揚場町2-1 軽子坂ＭＮビル 1F,35.70155,139.742813,0
690,神楽坂下店,東京都 新宿区 神楽坂1-9-2 秀永ビル,35.700066,139.742065,0
691,飯田橋メトロピア店,東京都 新宿区 神楽坂1-13 南北線飯田橋駅構内,35.699635,139.741928,0
